0 81
1000 168
2000 179
3000 179
4000 89
5000 65
6000 50
7000 51
8000 44
9000 32
10000 27
11000 26
12000 26
13000 28
14000 28
15000 29
16000 30
17000 26
18000 29
19000 38
20000 50
21000 59
22000 40
23000 33
24000 31
25000 28
26000 31
27000 18
28000 21
29000 17
30000 12
31000 7
32000 5
33000 9
34000 7
35000 14
36000 9
37000 11
38000 8
39000 3
40000 9
41000 1
42000 0
43000 0
44000 1
45000 1
